RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
96160,90502,California,1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238800,252400,259800,268700,288900,287900,283800,270500,264900,267400,267700,256700,300600,295500,298500,283700,279400,283400,259e3,266300,278100,256100,253300,267e3,321700,331300,319800,292600,291400,285600,304500,298200,301800,296300,311300,317400,327500,326500,331500,341100,344600,355600,334800,342300,341900,344800,364800,36e4,356300,329700,334300,323200,330200,327700,342700,349200,369900,373e3,379900,391500,411300,379900,351900,352600,407500,399800,403600
84470,60417,Illinois,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78e3,91200,84300,79600,86400,83300,93e3,82700,88100,88100,91e3,88200,89100,97800,97e3,102300,108500,123300,122200,109600,98200,96900,106600,112900,118600,114200,105800,99200,99700,114200,102900,103100,88100,94500,92600,106300,100600,111900,94800,105800,99700,102200,103400,105300,119600,119e3,104100,106700
84529,60478,Illinois,1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70200,70500,81700,77800,83400,85700,92e3,94800,83600,79400,86e3,93800,99600,87e3,88100,87200,93500,89700,90200,94600,91100,98800,90700,93900,85900,93700,97200,106500,100200,101600,92e3,93800,105300,121400
96824,92344,California,1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139800,142e3,142800,141700,144600,145800,153e3,154900,159e3,162300,165500,171700,176200,175900,172500,175200,178800,182200,178700,185700,187e3,195900,191100,194500,194300,199200,204e3,205100,205800,207100,210600,208900,211500,210300,219500,216e3,217900,210900,218300,222600,228900,234400,235200,237600,234e3,232900,232600,232e3,218100,225600,227700,239500,236900,239e3,249400,250900,246400,246600,253600,261400,263700,259800,267300,264700,273100,264800,266300,259800,265e3
97436,93728,California,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119e3,120400,120400,123600,129500,127500,134700,137300,137600,130500,123500,124100,133300,143500,144500,146800,147100,157e3,147500,165800,153600,158400,140600,148400,146e3,150400,137400,,
399681,94505,California,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466200,473e3,474700,477600,477e3,484300,500500,518500,514800,504300,496700,489600,511400,516400,529e3,525900,526600,539600,533900,551500,540800,564900,572e3,587700,571e3,561100,561400,568300,562600,571900,567300,
80287,50316,Iowa,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57700,56e3,62400,53500,54400,58700,60900,58300,54600,53500,62e3,53600,57e3,51500,61e3,53800,52700,45100,48900,47200,54800,59200,62300,66900,62500,61100,61300,71100,72900,71900,73100,76e3,76e3,74400,70900,70700,69600,71600,69500,68300,64900,63800,67400,75e3,79100,79100,78100,76500,74e3,77100,82500,87900,93900,95800,99e3,95500,92400,85800,84400,94800,98700,97600,87600,8e4,82800,83300,84900,
58279,01118,Massachusetts,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119100,118700,121200,127400,128500,127200,125800,126400,128100,130600,134400,139800,137400,137500,132900,133200,129800,129200,127200,130800,128600,128600,124200,128300,137200,141700,149100,145400,152800,151300,152600,153e3,156400,149800,144100,145600,152900,157e3,157500,161600,164400,
70880,30103,Georgia,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70400,73100,71300,69100,66200,65500,67800,63400,63800,67500,69400,67e3,65e3,65700,70500,71200,75400,82100,82800,83700,78300,77100,82e3,86500,92800,89800,87700,88100,87900,93600,97200,97700,98300,110100,111100,102600,96300,100700,107400,100500,95900,100800,99e3,111600,110600,
82249,55398,Minnesota,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99500,102100,122200,122e3,130100,111200,101200,97700,104600,106100,106700,108500,113e3,114700,113600,125400,131300,146900,145700,144200,129700,132500,135300,138600,131700,120300,124e3,124300,126800,132100,146900,143900,145400,133e3,158e3,165700,178500,177e3,177e3,170500,168200,182500,194900,183100,161400,155900,178e3,176500,173e3,156300,159900,167100,178800,200600,,
99711,98321,Washington,1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236300,253700,257600,259700,261100,262400,255500,260200,261500,278700,288100,286200,278600,266200,270500,280400,292700,298200,302200,305700,306600,303300,32e4,315600,326900,314700,323800,322200,320500,325900,316200,308500,298400
99946,98660,Washington,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156200,171100,184700,193700,191300,175700,177400,182500,188200,183200,181500,183600,194500,197100,205600,204400,205900,204e3,206e3,208300,209900,215100,219500,219600,217900,213500,214400,215e3,222900,228300,229800,225200,226900,233700,235900,238600,241200,242700,243600,237600,252e3,262900,,,,,,,
67753,23509,Virginia,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106100,111200,126200,118e3,120500,105500,117700,116800,128e3,132700,130400,132300,123600,122400,116700,108200,107400,120600,132900,142900,134900,135100,143700,135100,143200,
62300,11953,New York,1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163400,168300,147700,156200,158100,181200,183800,186300,192900,167700,180900,181100,204600,158300,158600,158700,190100,192200,193600,212600,208e3,207900,190800,188700,176e3,168400,165300,182200,188800,189900,183700,180800,161400,162700,155100,161700,168500,178300,192400,185500,179500,181400,182e3,184500,181100,186e3,185400,185300,185200,186300,193800,185900,187400,196900,211700,208800,210800,209100,210400,210600,202200,198900,181200,183100,190400,
82108,55107,Minnesota,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121600,117e3,140100,135200,146300,131e3,124400,118100,133700,138100,132600,135900,160100,171600,164100,143700,135200,147200,146200,148900,139700,145e3,15e4,157900,180800,176400,183200,158500,166e3,164300,170100,169600,154200,145800,138700,149e3,165200,173100,181200,170600,180100,178500,184800,166e3,160300
60152,06096,Connecticut,1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122700,130300,137200,129e3,130700,130100,138200,139900,135800,140300,122600,128200,125e3,136800,134900,137400,131900,132600,136e3,142600,147200,131700,136900,130400,149200,142500,145e3,141700,149700,152300,151400,146800,149200,153800,143800,140300,140700,156500,150500,
